Token: Weight
----------------
president: 0.0058171172
seminars: 0.0036174410
lesher: 0.0031070362
horn: 0.0006205757
mcdonalds: 0.0012058137
cosmopolitan: 0.0013799159
academia: 0.0012058137
olive: 0.0013799159
rochester: 0.0013799159
academic: 0.0007481484
created: 0.0004859678
chappie: 0.0011035528
marie: 0.0024116274
campaigning: 0.0010645535
wide: 0.0006205757
native: 0.0070474697
nguyen: 0.0013799159
touch: 0.0009769810
kotani: 0.0031070362
quality: 0.0005988457
cafe: 0.0021291070
temp: 0.0013799159
defender: 0.0012781579
faculty: 0.0019013371
communications: 0.0002743653
john: 0.0021949224
glenn: 0.0009084437
commerce: 0.0008879058
drawing: 0.0010007836
training: 0.0034502589
authority: 0.0005750431
ronald: 0.0010007836
foundation: 0.0007218358
trial: 0.0006924210
chamber: 0.0031936604
classes: 0.0007719510
markets: 0.0008038759
consultant: 0.0106455339
advocates: 0.0009506685
screening: 0.0011035528
including: 0.0005193157
florence: 0.0011035528
zen: 0.0012058137
ballet: 0.0031070362
public: 0.0010974612
tastes: 0.0012058137
resources: 0.0004859678
physical: 0.0005193157
bob: 0.0011035528
forbes: 0.0013799159
qualify: 0.0009274203
auspices: 0.0012058137
software: 0.0014962968
personnel: 0.0012811309
medical: 0.0046738409
weddings: 0.0012781579
bank: 0.0005193157
founder: 0.0044142110
notable: 0.0012058137
carol: 0.0023001726
seminar: 0.0012058137
speech: 0.0006763032
serving: 0.0008575973
column: 0.0010307025
active: 0.0008230960
economics: 0.0010386314
named: 0.0008038759
kanji: 0.0031070362
van: 0.0004859678
bill: 0.0011500863
therapeutic: 0.0010007836
texas: 0.0005750431
exercise: 0.0016273415
steven: 0.0012058137
landscape: 0.0019013371
education: 0.0013718265
business: 0.0032923836
nynex: 0.0013799159
author: 0.0064056544
chapter: 0.0006924210
perfection: 0.0011035528
tasting: 0.0012781579
lam: 0.0012058137
hawaii: 0.0192169640
facilities: 0.0006924210
music: 0.0006924210
law: 0.0006924210
andrew: 0.0009084437
expected: 0.0006590731
female: 0.0007075613
planner: 0.0031070362
broadway: 0.0010645535
phd: 0.0110355271
sacramento: 0.0011035528
brotherhood: 0.0012781579
reporter: 0.0008879058
help: 0.0004859678
wholesale: 0.0011500863
lance: 0.0031070362
social: 0.0003462105
meteorology: 0.0011500863
cynthia: 0.0027598317
spanish: 0.0023158530
preparation: 0.0009506685
volleyball: 0.0062140725
mens: 0.0020614050
pga: 0.0031070362
numerous: 0.0026362923
career: 0.0006405655
health: 0.0035797644
rod: 0.0025563159
specializing: 0.0063907895
performed: 0.0034928441
auto: 0.0010307025
performer: 0.0033106580
branch: 0.0025727921
western: 0.0004859678
holds: 0.0008575973
catalyst: 0.0012058137
microcomputer: 0.0012781579
television: 0.0013526065
europe: 0.0016461918
phil: 0.0010645535
tropical: 0.0011500863
lyons: 0.0013799159
express: 0.0009084437
ella: 0.0013799159
prosecutors: 0.0009769810
planetarium: 0.0038344737
josephine: 0.0013799159
products: 0.0006205757
construction: 0.0006590731
concentration: 0.0009769810
articles: 0.0012811309
greek: 0.0008136707
marketing: 0.0012411515
handson: 0.0011500863
links: 0.0008409420
loren: 0.0031070362
speakers: 0.0009084437
twogood: 0.0031070362
enhancement: 0.0011500863
studying: 0.0019539620
master: 0.0038026741
preserving: 0.0012781579
stan: 0.0011035528
envision: 0.0013799159
club: 0.0008409420
staffing: 0.0036174410
linguistics: 0.0006924210
truly: 0.0009274203
manufacturing: 0.0008038759
interior: 0.0008409420
oriental: 0.0011500863
cameron: 0.0012781579
spencer: 0.0012781579
jim: 0.0008732110
authored: 0.0012781579
patricia: 0.0012058137
family: 0.0004859678
howard: 0.0023158530
focused: 0.0008879058
action: 0.0005487306
applications: 0.0012411515
interviewing: 0.0012058137
writes: 0.0011500863
medicine: 0.0006924210
miller: 0.0006924210
workshop: 0.0009506685
bed: 0.0024116274
team: 0.0022809994
sectors: 0.0009506685
barbara: 0.0009084437
cambridge: 0.0011500863
owned: 0.0008732110
samoan: 0.0013799159
theatre: 0.0030921076
owner: 0.0085759731
bfa: 0.0031070362
carmen: 0.0012781579
3660: 0.0031070362
coordinated: 0.0011500863
writing: 0.0005750431
focusing: 0.0005487306
bmus: 0.0031070362
digest: 0.0014706770
circle: 0.0010307025
wilson: 0.0006763032
east: 0.0005193157
building: 0.0005193157
investments: 0.0009506685
vocabulary: 0.0011500863
therapist: 0.0012781579
francisco: 0.0007603331
registration: 0.0010645535
past: 0.0013424116
paradise: 0.0012781579
netherlands: 0.0010307025
faye: 0.0013799159
mainland: 0.0051126317
schedule: 0.0009769810
ongoing: 0.0008575973
advisor: 0.0010007836
competitive: 0.0008136707
sponsored: 0.0012058137
professionals: 0.0007719510
residential: 0.0024116274
everyday: 0.0012058137
production: 0.0005750431
teachers: 0.0016077517
practices: 0.0005750431
practicing: 0.0010307025
kamehameha: 0.0031070362
designers: 0.0011500863
computeraided: 0.0013799159
cook: 0.0009274203
california: 0.0015579471
swedish: 0.0011035528
coauthored: 0.0013799159
disney: 0.0011035528
travels: 0.0010307025
professor: 0.0040031346
meditation: 0.0020614050
press: 0.0004474705
monica: 0.0013799159
proprietor: 0.0013799159
charles: 0.0008575973
kayak: 0.0031070362
usa: 0.0005750431
absolute: 0.0019013371
life: 0.0003462105
graduate: 0.0061842152
american: 0.0010974612
golf: 0.0055177636
ballard: 0.0012781579
worker: 0.0007603331
chefowner: 0.0046605542
acsw: 0.0031070362
consulting: 0.0011035528
kimberly: 0.0013799159
weaver: 0.0009084437
designer: 0.0013799159
pennsylvania: 0.0005750431
lesley: 0.0012781579
learning: 0.0014436716
michigan: 0.0005750431
practice: 0.0013848420
original: 0.0006590731
writers: 0.0007481484
actress: 0.0013799159
elementary: 0.0033637679
vertical: 0.0010307025
clyde: 0.0012781579
cartoon: 0.0013799159
cos: 0.0012781579
sports: 0.0006924210
recreation: 0.0003462105
practical: 0.0006405655
ching: 0.0046605542
cpa: 0.0013799159
care: 0.0010974612
iris: 0.0013799159
chicago: 0.0006763032
nonprofit: 0.0005487306
christopher: 0.0008879058
vita: 0.0008732110
shared: 0.0007075613
control: 0.0003462105
tribune: 0.0011500863
ekroth: 0.0031070362
electric: 0.0016461919
hundreds: 0.0007719510
ccecs: 0.0013799159
economic: 0.0004019379
fundraisers: 0.0013799159
awards: 0.0016273415
belt: 0.0011500863
teacher: 0.0094335703
innovative: 0.0008409420
teaches: 0.0021291070
english: 0.0017251294
car: 0.0007075613
children: 0.0010386314
childrens: 0.0024410123
child: 0.0005750431
cre: 0.0031070362
federation: 0.0008038759
performance: 0.0005988457
henry: 0.0008038759
precious: 0.0012781579
barozzi: 0.0031070362
strength: 0.0008575973
community: 0.0012058137
engineer: 0.0010645535
adult: 0.0008409420
korean: 0.0020015673
learned: 0.0009506685
regional: 0.0019772192
pro: 0.0010645535
coached: 0.0031070362
chang: 0.0023001726
chiu: 0.0013799159
burdick: 0.0008575973
house: 0.0004474705
feather: 0.0031070362
sam: 0.0010645535
info: 0.0008879058
certificate: 0.0009769810
tree: 0.0009769810
parks: 0.0013799159
milton: 0.0010645535
morgan: 0.0008575973
valerie: 0.0013799159
industry: 0.0004474705
topic: 0.0009084437
energies: 0.0013799159
talk�: 0.0013799159
jose: 0.0011500863
freelance: 0.0011035528
san: 0.0018617272
visual: 0.0009506685
princeton: 0.0012058137
nov: 0.0009506685
participant: 0.0012058137
coordinator: 0.0021291070
dance: 0.0055645220
legacy: 0.0012781579
mailing: 0.0010307025
lpga: 0.0031070362
athletics: 0.0013799159
physics: 0.0009506685
kayaks: 0.0013799159
madrid: 0.0012781579
cultural: 0.0005487306
line: 0.0005487306
techniques: 0.0021949224
boulder: 0.0012781579
computers: 0.0007830522
opera: 0.0037096813
jury: 0.0008732110
merrill: 0.0012781579
honolulu: 0.0124281449
confidence: 0.0008409420
lei: 0.0036174410
capoeira: 0.0031070362
lee: 0.0030023509
degree: 0.0006924210
selftaught: 0.0013799159
radio: 0.0005988457
bender: 0.0012058137
tour: 0.0036337748
taxes: 0.0007481484
attorneys: 0.0007481484
reading: 0.0007481484
italian: 0.0008038759
alan: 0.0021291070
subjects: 0.0008575973
uhma�noa: 0.0031070362
structural: 0.0007603331
travel: 0.0032546830
specialized: 0.0009274203
anchor: 0.0012781579
exhibited: 0.0025563159
nurse: 0.0009769810
aires: 0.0011035528
head: 0.0017965372
drew: 0.0009769810
chief: 0.0005988457
robert: 0.0017251294
specializes: 0.0093211085
hilton: 0.0013799159
connection: 0.0007830522
importers: 0.0012781579
chu: 0.0013799159
certified: 0.0063873208
patrick: 0.0009084437
literature: 0.0003462105
agencies: 0.0005750431
mark: 0.0009274203
samoa: 0.0010645535
sheraton: 0.0013799159
seafood: 0.0027598317
chi: 0.0011500863
sing: 0.0012781579
known: 0.0005193157
media: 0.0002743653
mary: 0.0020015673
senior: 0.0007075613
russell: 0.0013799159
administration: 0.0014579034
athletic: 0.0012781579
call: 0.0005193157
watercolor: 0.0031070362
gary: 0.0012781579
catering: 0.0011500863
pathology: 0.0011035528
