Token: Weight
----------------
realizado: 0.0006691784
holding: 0.0003565961
secretariacutea: 0.0015067306
compensacioacuten: 0.0022600959
mismas: 0.0005577245
realizada: 0.0006691784
dentro: 0.0005847490
cuyos: 0.0006691784
sociedades: 0.0046462147
llevado: 0.0013383569
fiscales: 0.0012396635
yacimientos: 0.0009996607
734: 0.0005847490
comercializacioacuten: 0.0004737786
737: 0.0005847490
deudas: 0.0005847490
principales: 0.0016731735
obligaciones: 0.0035084942
dragoacuten: 0.0030134611
parte: 0.0025407372
730: 0.0004998303
remanente: 0.0006691784
vendioacute: 0.0013383569
bonos: 0.0016731735
924: 0.0006691784
estimado: 0.0006691784
esto: 0.0006691784
mencionadas: 0.0013383569
723: 0.0006198317
721: 0.0006198317
cargas: 0.0011154490
sido: 0.0024266071
pensionados: 0.0052735568
netas: 0.0072504184
hubieran: 0.0015067306
medida: 0.0006691784
circunstancias: 0.0006691784
916: 0.0005351584
ingresos: 0.0011694981
ente: 0.0006198317
red: 0.0003279675
ejecutivos: 0.0006198317
mosconi: 0.0006691784
este: 0.0018140407
operacioacuten: 0.0010324921
caraacutecter: 0.0006691784
esta: 0.0031932266
han: 0.0032109506
corresponda: 0.0006691784
debido: 0.0005162461
accioacuten: 0.0011154490
cabo: 0.0016731735
voluacutemenes: 0.0010703169
trimestre: 0.0022308980
23696: 0.0006691784
registrado: 0.0006198317
capital: 0.0007983067
peruacute: 0.0005847490
petroquiacutemicos: 0.0005847490
cantidad: 0.0004737786
obra: 0.0027886224
bank: 0.0002518377
vendieron: 0.0013383569
573: 0.0005847490
708: 0.0005577245
width=111: 0.0002788623
otorgoacute: 0.0006691784
legislacioacuten: 0.0015067306
asumioacute: 0.0006691784
306: 0.0005577245
025: 0.0005351584
adquiridas: 0.0006691784
activo: 0.0016054753
crudo: 0.0024266071
dan: 0.0004158845
quotamocoquot: 0.0006691784
tanto: 0.0004737786
comprende: 0.0006198317
2113: 0.0006691784
distribuir: 0.0015067306
siguiendo: 0.0006691784
pbb: 0.0026767137
argentino: 0.0005162461
2130: 0.0012396635
partir: 0.0005162461
otras: 0.0013216260
largo: 0.0013216260
acumulado: 0.0005847490
miacutenimo: 0.0006198317
1809: 0.0006691784
argentina: 0.0031504331
construccioacuten: 0.0006198317
servired: 0.0006691784
cuenta: 0.0016731735
las: 0.0161531102
totalmente: 0.0005847490
agregado: 0.0006198317
abril: 0.0017542471
todos: 0.0014994912
relacionados: 0.0016054753
aacutereas: 0.0023050928
cada: 0.0030974764
corriente: 0.0016731735
aquellos: 0.0006691784
igual: 0.0005847490
empleados: 0.0024793269
recibido: 0.0013383569
actividad: 0.0005162461
19550: 0.0005351584
significativos: 0.0005847490
ejercicio: 0.0063091787
social: 0.0010073509
otros: 0.0051669879
tasa: 0.0005351584
productores: 0.0006198317
hasta: 0.0017989782
aampc: 0.0006691784
retribuciones: 0.0006198317
adicional: 0.0018594952
cubrir: 0.0005847490
creacuteditos: 0.0027886224
dichas: 0.0020075352
impositivos: 0.0012396635
estaciones: 0.0010324921
anteriores: 0.0012396635
bgcolor=ffffff: 0.0002788623
height=10>: 0.0002788623
millones: 0.0036702685
toda: 0.0006198317
derivados: 0.0021406338
permanentes: 0.0018594952
consumo: 0.0005577245
puede: 0.0005577245
todo: 0.0004998303
acquisition: 0.0008994891
producto: 0.0006198317
mantiene: 0.0015067306
tambieacuten: 0.0014263844
