Token: Weight
----------------
professionals: 0.0023387156
president: 0.0027113284
hearings: 0.0060639814
paradoxically: 0.0041806162
threat: 0.0067998087
threatening: 0.0064503779
wrote: 0.0024936653
37: 0.0018801066
compliments: 0.0036531533
politics: 0.0017421603
time: 0.0008312217
declared: 0.0079364842
event: 0.0023035179
illegality: 0.0094131287
comprehensive: 0.0018142730
endorsed: 0.0038723287
chemical: 0.0049873306
contribution: 0.0023387156
role: 0.0010488851
government: 0.0016624434
elements: 0.0018142730
option: 0.0021868860
contend: 0.0038723287
distinction: 0.0024936653
essential: 0.0019967388
vote: 0.0077626714
offers: 0.0017421603
mayors: 0.0030319907
international: 0.0083910804
answer: 0.0024936653
convention: 0.0051963823
image: 0.0016624434
effects: 0.0027113284
indicated: 0.0030319907
29: 0.0015733276
project: 0.0054428186
orally: 0.0041806162
biological: 0.0034843206
leading: 0.0013556642
cities: 0.0024936653
terrible: 0.0033433416
conflict: 0.0017421603
split: 0.0027522361
air: 0.0019406679
view: 0.0027113284
survival: 0.0028801612
review: 0.0012177178
judgment: 0.0033433416
idea: 0.0020977701
vi: 0.0033433416
dependent: 0.0025981911
warned: 0.0026900142
15: 0.0010488851
brought: 0.0021436394
usa: 0.0034843206
14: 0.0012177178
de: 0.0008312217
1996: 0.0008312217
extensive: 0.0021868860
stake: 0.0034843206
hired: 0.0030319907
advised: 0.0036531533
significant: 0.0017421603
1993: 0.0015733276
1994: 0.0013556642
emphasis: 0.0017421603
current: 0.0031466552
crisis: 0.0016624434
france: 0.0019967388
italy: 0.0020489397
uk: 0.0047446964
previous: 0.0018801066
judges: 0.0086404840
illegal: 0.0022666028
contrary: 0.0034843206
geneva: 0.0031226336
lawyers: 0.0024936653
exceptional: 0.0031226336
un: 0.0033248868
deterrence: 0.0109594595
negotiations: 0.0107600568
operator: 0.0030319907
essentially: 0.0025477319
10: 0.0010488851
weapon: 0.0207191445
mailmiserybaycom: 0.0034843206
october: 0.0016624434
public: 0.0049873302
world: 0.0058185519
respect: 0.0019406679
strongly: 0.0029598780
prohibition: 0.0073063066
britain: 0.0069105537
body: 0.0017421603
arsenal: 0.0041806162
seize: 0.0034843206
exception: 0.0055044722
lead: 0.0019967388
unanimously: 0.0036531533
close: 0.0018801066
discretion: 0.0036531533
terrorists: 0.0041806162
obligation: 0.0029598780
adopted: 0.0026900142
conduct: 0.0023035179
germany: 0.0018142730
opinion: 0.0111389691
stating: 0.0026900142
misery: 0.0028801612
china: 0.0018142730
demand: 0.0019406679
conclude: 0.0032251889
control: 0.0020977701
vital: 0.0026900142
belief: 0.0022666028
veto: 0.0032251889
possibility: 0.0025981911
japanese: 0.0023387156
se: 0.0015733276
leaders: 0.0017421603
size: 0.0022666028
fleet: 0.0032251889
december: 0.0018801066
widely: 0.0024651105
argued: 0.0080700424
eloquent: 0.0038723287
example: 0.0014722962
day: 0.0024354355
treasury: 0.0032251889
legal: 0.0027113284
powers: 0.0021436394
cumulative: 0.0033433416
justice: 0.0017421603
rn: 0.0041806162
generate: 0.0030319907
evidence: 0.0036285459
interpret: 0.0034843206
destruction: 0.0051963823
education: 0.0008312217
activists: 0.0028801612
setting: 0.0019406679
pursue: 0.0028801612
findings: 0.0022666028
following: 0.0012177178
bedjaoui: 0.0094131287
defence: 0.0077446573
cited: 0.0028801612
treaty: 0.0046070358
severe: 0.0024651105
question: 0.0031466552
uniquely: 0.0038723287
voting: 0.0024936653
reached: 0.0021436394
law: 0.0052444255
welcomed: 0.0033433416
fortyfive: 0.0038723287
principles: 0.0044555878
disrupt: 0.0041806162
reference: 0.0019406679
insistence: 0.0036531533
resume: 0.0034843206
effect: 0.0013556642
nuclear: 0.0539119467
invoke: 0.0034843206
genetic: 0.0032251889
royal: 0.0030319907
peace: 0.0058220034
51: 0.0020977701
unparalleled: 0.0036531533
bosnia: 0.0026454946
championing: 0.0041806162
lawful: 0.0036531533
core: 0.0024354355
increasingly: 0.0023035179
adding: 0.0023723482
shift: 0.0026900142
radioactive: 0.0033433416
clause: 0.0036531533
antinuclear: 0.0038723287
paragraph: 0.0094131287
test: 0.0018801066
insist: 0.0041806162
court: 0.0294459239
door: 0.0032251889
bring: 0.0019406679
ultimate: 0.0023035179
french: 0.0038813357
unlawful: 0.0088796336
conscience: 0.0109594595
council: 0.0056403195
farreaching: 0.0038723287
center: 0.0013556642
permitted: 0.0031226336
break: 0.0024936653
confirmed: 0.0028097280
asserted: 0.0034843206
accepted: 0.0026900142
fail: 0.0027522361
advisory: 0.0064503779
ironically: 0.0038723287
realm: 0.0032251889
drive: 0.0024354355
casting: 0.0066866833
desperate: 0.0041806162
doctors: 0.0026454946
arm: 0.0034843206
armed: 0.0025477319
ban: 0.0026454946
dame: 0.0034843206
interpreted: 0.0029598780
support: 0.0020977701
national: 0.0008312217
natos: 0.0033433416
health: 0.0013556642
create: 0.0017421603
powerful: 0.0024354355
1907: 0.0041806162
nato: 0.0058220034
britains: 0.0032251889
category: 0.0023035179
publications: 0.0017421603
tax: 0.0018801066
russian: 0.0015733276
bay: 0.0023387156
conclusion: 0.0019406679
strict: 0.0026454946
distinguishes: 0.0036531533
novel: 0.0024936653
outlawed: 0.0033433416
assembly: 0.0060639814
courts: 0.0041955402
moment: 0.0028097280
subject: 0.0008312217
aspects: 0.0015733276
retired: 0.0027522361
self: 0.0023723482
polls: 0.0029598780
occurred: 0.0020977701
decision: 0.0015733276
morally: 0.0041806162
effective: 0.0016624434
attitude: 0.0019967388
twice: 0.0036531533
circumstance: 0.0100300247
words: 0.0021868860
tests: 0.0023723482
judge: 0.0111389691
disposal: 0.0028801612
reminded: 0.0032251889
outrage: 0.0033433416
supported: 0.0023387156
hypothetical: 0.0025981911
money: 0.0014722962
weapons: 0.0441692509
hiroshima: 0.0036531533
products: 0.0018801066
regardless: 0.0024936653
extreme: 0.0026900142
faith: 0.0024354355
british: 0.0056403195
signed: 0.0020977701
green: 0.0018142730
pages: 0.0023723482
nuremberg: 0.0041806162
incapable: 0.0073063066
unknown: 0.0032251889
chair: 0.0029598780
russia: 0.0033248868
judging: 0.0038723287
article: 0.0017421603
testify: 0.0031226336
account: 0.0015733276
twothirds: 0.0033433416
despite: 0.0021436394
warning: 0.0030319907
nagasaki: 0.0038723287
allowed: 0.0019967388
stated: 0.0028801612
devastated: 0.0041806162
italian: 0.0024354355
individual: 0.0013556642
higgins: 0.0038723287
recognition: 0.0023387156
heat: 0.0026454946
shot: 0.0028097280
chinese: 0.0071170442
function: 0.0016624434
rogue: 0.0041806162
military: 0.0058891848
mass: 0.0016624434
bold: 0.0021436394
tribunal: 0.0034843206
crimes: 0.0020489397
value: 0.0015733276
july: 0.0054428186
drew: 0.0029598780
robert: 0.0017421603
seriously: 0.0028097280
systems: 0.0012177178
effectively: 0.0074809953
goes: 0.0020977701
objective: 0.0024936653
victims: 0.0022277939
symbol: 0.0029598780
ambassadors: 0.0041806162
dream: 0.0026900142
majority: 0.0038813357
millenium: 0.0041806162
global: 0.0019406679
uphold: 0.0034843206
stalled: 0.0041806162
requires: 0.0020489397
targeted: 0.0028097280
ranks: 0.0033433416
statement: 0.0018142730
permanent: 0.0042872787
strong: 0.0019406679
imaginable: 0.0041806162
regulation: 0.0022277939
known: 0.0015733276
doctrine: 0.0023723482
citizens: 0.0019406679
palace: 0.0033433416
evolved: 0.0030319907
concept: 0.0016624434
reject: 0.0036531533
blast: 0.0036531533
specific: 0.0016624434
nonproliferation: 0.0041806162
dictates: 0.0041806162
ruling: 0.0023387156
object: 0.0033433416
resolution: 0.0039934777
security: 0.0040669926
applicable: 0.0028097280
network: 0.0018801066
war: 0.0027113284
ctbt: 0.0041806162
recourse: 0.0038723287
risk: 0.0019406679
judicial: 0.0023723482
japan: 0.0019406679
inability: 0.0024651105
duty: 0.0022277939
extent: 0.0018801066
implications: 0.0018142730
deciding: 0.0030319907
frances: 0.0031226336
disarmament: 0.0029598780
arms: 0.0051963823
declarations: 0.0041806162
customary: 0.0038723287
hague: 0.0066866833
participated: 0.0033433416
answering: 0.0033433416
pressure: 0.0020489397
circumstances: 0.0017421603
added: 0.0039934777
political: 0.0016624434
declining: 0.0033433416
sweeping: 0.0034843206
leadership: 0.0022277939
killers: 0.0036531533
definitively: 0.0041806162
growing: 0.0017421603
domestic: 0.0017421603
rapid: 0.0026454946
know: 0.0019406679
rules: 0.0018801066
algerian: 0.0038723287
governments: 0.0016624434
dissenting: 0.0036531533
opportunity: 0.0018801066
commander: 0.0028097280
trident: 0.0083612325
organ: 0.0036531533
generations: 0.0033433416
remembered: 0.0036531533
book: 0.0008312217
wrong: 0.0025477319
navy: 0.0033433416
