Token: Weight
----------------
manager: 0.0174580496
<img: 0.0089611541
border=0: 0.0216691811
alt=: 0.0284963660
deposits: 0.0492071323
diversify: 0.0307650473
eligible: 0.0223123413
src=tels2jpg: 0.0256410260
surrey: 0.0223123413
vehicles: 0.0169515293
selfdirected: 0.0692709759
fund: 0.0315499753
option: 0.0160932373
copy: 0.0122338785
services: 0.0077187181
rrsp: 0.2424484044
portfolio: 0.0256410260
align=middle: 0.0435633324
bonds: 0.0223123413
copyright: 0.0038593591
professional: 0.0122338785
vary: 0.0217816662
include: 0.0099762985
content: 0.0122338785
funds: 0.0285626501
height=120>: 0.0268834624
maximize: 0.0268834624
foreign: 0.0089611541
hope: 0.0154374363
savings: 0.0166798718
16: 0.0089611541
rrsprrif: 0.1039064601
stocks: 0.0229793806
investment: 0.0138356565
risk: 0.0142813250
20: 0.0077187181
1996: 0.0061169392
share: 0.0146939494
pool: 0.0229793806
consider: 0.0154374363
money: 0.0108345905
september: 0.0138356565
height=120><img: 0.0268834624
profit: 0.0374973863
held: 0.0115780775
investments: 0.0423900671
accounts: 0.0181406848
metro: 0.0206767172
return: 0.0179223083
rates: 0.0150780939
degree: 0.0154374363
mutual: 0.0716892332
term: 0.0122338785
invested: 0.0268834624
earn: 0.0769230798
