Token: Weight
----------------
etch: 0.1688479930
waiting: 0.0543863326
bag: 0.1389197856
visit: 0.0367528535
download: 0.0530928113
edible: 0.0749898031
online: 0.0696214586
faster: 0.0516628921
time: 0.0298200790
publications: 0.0312500000
please: 0.0298200790
plan: 0.0243172273
toy: 0.1499796063
bay: 0.0419507101
page: 0.0149100395
toys: 0.1499796063
santas: 0.1688479930
load: 0.0530928113
head: 0.0325435214
try: 0.0384515300
design: 0.0282215625
misery: 0.0516628921
nbsp: 0.0564431250
